"","Year","State","type","production","Measures","Materials","Chemical","Value"
"1700",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(THIRAM = 79801)","FUNGICIDE","(D)"
"1701",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(TRIFLOXYSTROBIN = 129112)","FUNGICIDE","1.5"
"1702",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(TRIFLUMIZOLE = 128879)","FUNGICIDE","1.8"
"1703",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(AMMONIUM PELARGONATE = 31802)","HERBICIDE","(D)"
"1704",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FLUMIOXAZIN = 129034)","HERBICIDE","1.3"
"1705",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(OXYFLUORFEN = 111601)","HERBICIDE","1.1"
"1706",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PENDIMETHALIN = 108501)","HERBICIDE","1.6"
"1707",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(SULFENTRAZONE = 129081)","HERBICIDE","(D)"
"1708",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(ABAMECTIN = 122804)","INSECTICIDE","1.4"
"1709",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(ACEQUINOCYL = 6329)","INSECTICIDE","1.1"
"1710",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(ACETAMIPRID = 99050)","INSECTICIDE","1.5"
"1711",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(AZADIRACHTIN = 121701)","INSECTICIDE","1.8"
"1712",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BIFENAZATE = 586)","INSECTICIDE","1.3"
"1713",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BIFENTHRIN = 128825)","INSECTICIDE","1.5"
"1714",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE","2.1"
"1715",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","4.5"
"1716",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BT KURSTAKI SA-11 = 6519)","INSECTICIDE","1.4"
"1717",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BT SUB AIZAWAI GC-91 = 6426)","INSECTICIDE","(D)"
"1718",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)","INSECTICIDE","(D)"
"1719",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CARBARYL = 56801)","INSECTICIDE","(D)"
"1720",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","1.6"
"1721",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CHLORPYRIFOS = 59101)","INSECTICIDE","(D)"
"1722",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","INSECTICIDE","1.1"
"1723",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER"," ","INSECTICIDE","1.4"
"1724",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(ETOXAZOLE = 107091)","INSECTICIDE","(D)"
"1725",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FENPROPATHRIN = 127901)","INSECTICIDE","1.5"
"1726",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FENPYROXIMATE = 129131)","INSECTICIDE","(D)"
"1727",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FLONICAMID = 128016)","INSECTICIDE","1.8"
"1728",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FLUBENDIAMIDE = 27602)","INSECTICIDE","(D)"
"1729",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FLUPYRADIFURONE = 122304)","INSECTICIDE","1.4"
"1730",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(HELICOVERPA ZEA NPV = 107300)","INSECTICIDE","(D)"
"1731",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(HEXYTHIAZOX = 128849)","INSECTICIDE","1.2"
"1732",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(IMIDACLOPRID = 129099)","INSECTICIDE","1.2"
"1733",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(MALATHION = 57701)","INSECTICIDE","1.4"
"1734",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(METHOXYFENOZIDE = 121027)","INSECTICIDE","1.2"
"1735",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(NALED = 34401)","INSECTICIDE","1.4"
"1736",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(NEEM OIL = 25006)","INSECTICIDE","1.2"
"1737",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(NEEM OIL","INSECTICIDE","1.7"
"1738",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(NOVALURON = 124002)","INSECTICIDE","1.8"
"1739",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PIPERONYL BUTOXIDE = 67501)","INSECTICIDE","(D)"
"1740",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(POTASSIUM SALTS = 79021)","INSECTICIDE","(D)"
"1741",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PYRETHRINS = 69001)","INSECTICIDE","3.9"
"1742",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PYRIPROXYFEN = 129032)","INSECTICIDE","(D)"
"1743",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(SPINETORAM = 110007)","INSECTICIDE","1.5"
"1744",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(SPINOSAD = 110003)","INSECTICIDE","1.1"
"1745",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(SPIROMESIFEN = 24875)","INSECTICIDE","1.3"
"1746",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(THIAMETHOXAM = 60109)","INSECTICIDE","1.2"
"1747",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(AUREOBASIDIUM PULLULANS DSM 14940 = 46010)","OTHER","(D)"
"1748",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(AUREOBASIDIUM PULLULANS DSM 14941 = 36010)","OTHER","(D)"
"1749",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CAPRIC ACID = 128955)","OTHER","(D)"
"1750",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CAPRYLIC ACID = 128919)","OTHER","(D)"
"1751",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CHLOROPICRIN = 81501)","OTHER","1.1"
"1752",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(DICHLOROPROPENE = 29001)","OTHER","1.1"
"1753",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FLUTRIAFOL = 128940)","OTHER","1.8"
"1754",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(GLIOCLADIUM VIRENS = 129000)","OTHER","(D)"
"1755",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(HYDROGEN PEROXIDE = 595)","OTHER","(D)"
"1756",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(IRON PHOSPHATE = 34903)","OTHER","(D)"
"1757",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(METALDEHYDE = 53001)","OTHER","(D)"
"1758",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(METAM-POTASSIUM = 39002)","OTHER","(D)"
"1759",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(METAM-SODIUM = 39003)","OTHER","(D)"
"1760",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(METHYL BROMIDE = 53201)","OTHER","(D)"
"1761",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(MINERAL OIL = 63502)","OTHER","(D)"
"1762",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PAECILOMYCES FUMOSOR = 115002)","OTHER","(D)"
"1763",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PEROXYACETIC ACID = 63201)","OTHER","(D)"
"1764",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(REYNOUTRIA SACHALINE = 55809)","OTHER","1.5"
"1765",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(AZOXYSTROBIN = 128810)","FUNGICIDE","2,600"
"1766",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(BACILLUS SUBTILIS = 6479)","FUNGICIDE","(NA)"
"1767",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(BLAD = 30006)","FUNGICIDE","(D)"
"1768",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(BOSCALID = 128008)","FUNGICIDE","(D)"
"1769",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CAPTAN = 81301)","FUNGICIDE","161,800"
"1770",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CHLOROTHALONIL = 81901)","FUNGICIDE","(D)"
"1771",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
"1772",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CYAZOFAMID = 85651)","FUNGICIDE","(D)"
"1773",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CYFLUFENAMID = 555550)","FUNGICIDE","(Z)"
"1774",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CYPRODINIL = 288202)","FUNGICIDE","7,000"
"1775",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(DIFENOCONAZOLE = 128847)","FUNGICIDE","(D)"
"1776",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
"1777",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(FLUDIOXONIL = 71503)","FUNGICIDE","4,500"
"1778",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(FLUXAPYROXAD = 138009)","FUNGICIDE","(D)"
"1779",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(IPRODIONE = 109801)","FUNGICIDE","(D)"
"1780",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(ISOFETAMID = 270000)","FUNGICIDE","3,700"
"1781",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(MANCOZEB = 14504)","FUNGICIDE","(D)"
"1782",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(MEFENOXAM = 113502)","FUNGICIDE","(D)"
"1783",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(MYCLOBUTANIL = 128857)","FUNGICIDE","(D)"
"1784",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(PENTHIOPYRAD = 90112)","FUNGICIDE","(D)"
"1785",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE","(D)"
"1786",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(POTASSIUM BICARBON. = 73508)","FUNGICIDE","(D)"
"1787",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(PROPICONAZOLE = 122101)","FUNGICIDE","(D)"
"1788",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(PYRACLOSTROBIN = 99100)","FUNGICIDE","(D)"
"1789",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(PYRIMETHANIL = 288201)","FUNGICIDE","(D)"
"1790",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(QUINOLINE = 55459)","FUNGICIDE","(D)"
"1791",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(STREPTOMYCES LYDICUS = 6327)","FUNGICIDE","(NA)"
"1792",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(SULFUR = 77501)","FUNGICIDE","(D)"
"1793",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(TETRACONAZOLE = 120603)","FUNGICIDE","(D)"
"1794",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","13,800"
"1795",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(THIRAM = 79801)","FUNGICIDE","(D)"
"1796",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(TOTAL)","FUNGICIDE","330,000"
"1797",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(TRIFLUMIZOLE = 128879)","FUNGICIDE","(D)"
"1798",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(FLUMIOXAZIN = 129034)","HERBICIDE","(D)"
"1799",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
"1800",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(HALOSULFURON-METHYL = 128721)","HERBICIDE","(D)"
"1801",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(PARAQUAT = 61601)","HERBICIDE","(D)"
"1802",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(TOTAL)","HERBICIDE","(D)"
"1803",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(ABAMECTIN = 122804)","INSECTICIDE","(D)"
"1804",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(ACEQUINOCYL = 6329)","INSECTICIDE","(D)"
"1805",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(ACETAMIPRID = 99050)","INSECTICIDE","(D)"
"1806",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(BIFENAZATE = 586)","INSECTICIDE","8,700"
"1807",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(BIFENTHRIN = 128825)","INSECTICIDE","800"
"1808",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE","(NA)"
"1809",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(NA)"
"1810",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)","INSECTICIDE","(NA)"
"1811",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","800"
"1812",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","INSECTICIDE","(NA)"
"1813",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB"," ","INSECTICIDE","(D)"
"1814",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(ENDOSULFAN = 79401)","INSECTICIDE","(D)"
"1815",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(ETOXAZOLE = 107091)","INSECTICIDE","(D)"
"1816",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(FENPYROXIMATE = 129131)","INSECTICIDE","(D)"
"1817",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(FLONICAMID = 128016)","INSECTICIDE","(D)"
"1818",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(FLUBENDIAMIDE = 27602)","INSECTICIDE","(D)"
"1819",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(HEXYTHIAZOX = 128849)","INSECTICIDE","(D)"
"1820",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(MALATHION = 57701)","INSECTICIDE","(D)"
"1821",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(MUSTARD OIL = 4901)","INSECTICIDE","(D)"
"1822",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(NALED = 34401)","INSECTICIDE","(D)"
"1823",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(NEEM OIL","INSECTICIDE","(D)"
"1824",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(NOVALURON = 124002)","INSECTICIDE","1,000"
"1825",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(PIPERONYL BUTOXIDE = 67501)","INSECTICIDE","(D)"
"1826",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(PYRETHRINS = 69001)","INSECTICIDE","(D)"
"1827",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(SPINETORAM = 110007)","INSECTICIDE","(D)"
"1828",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(SPIROMESIFEN = 24875)","INSECTICIDE","(D)"
"1829",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(SULFOXAFLOR = 5210)","INSECTICIDE","(D)"
"1830",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(THIAMETHOXAM = 60109)","INSECTICIDE","(D)"
"1831",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(TOTAL)","INSECTICIDE","20,400"
"1832",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(ACIBENZOLAR-S-METHYL = 61402)","OTHER","(D)"
"1833",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CAPSAICIN = 70701)","OTHER","(D)"
"1834",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CHLOROPICRIN = 81501)","OTHER","(D)"
"1835",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(DICHLOROPROPENE = 29001)","OTHER","(D)"
"1836",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(HARPIN A B PROTEIN = 6506)","OTHER","(D)"
"1837",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(MINERAL OIL = 63502)","OTHER","(D)"
"1838",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(REYNOUTRIA SACHALINE = 55809)","OTHER","(D)"
"1839",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(TOTAL)","OTHER","(D)"
"1840",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(AZOXYSTROBIN = 128810)","FUNGICIDE","0.114"
"1841",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(BACILLUS SUBTILIS = 6479)","FUNGICIDE","(NA)"
"1842",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(BLAD = 30006)","FUNGICIDE","(D)"
"1843",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(BOSCALID = 128008)","FUNGICIDE","(D)"
"1844",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CAPTAN = 81301)","FUNGICIDE","1.909"
"1845",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CHLOROTHALONIL = 81901)","FUNGICIDE","(D)"
"1846",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
"1847",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CYAZOFAMID = 85651)","FUNGICIDE","(D)"
"1848",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CYFLUFENAMID = 555550)","FUNGICIDE","0.01"
"1849",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CYPRODINIL = 288202)","FUNGICIDE","0.322"
"1850",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(DIFENOCONAZOLE = 128847)","FUNGICIDE","(D)"
"1851",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
"1852",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(FLUDIOXONIL = 71503)","FUNGICIDE","0.224"
"1853",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(FLUXAPYROXAD = 138009)","FUNGICIDE","(D)"
"1854",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(IPRODIONE = 109801)","FUNGICIDE","(D)"
"1855",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(ISOFETAMID = 270000)","FUNGICIDE","0.362"
"1856",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(MANCOZEB = 14504)","FUNGICIDE","(D)"
"1857",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(MEFENOXAM = 113502)","FUNGICIDE","(D)"
"1858",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(MYCLOBUTANIL = 128857)","FUNGICIDE","(D)"
"1859",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(PENTHIOPYRAD = 90112)","FUNGICIDE","(D)"
"1860",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE","(D)"
"1861",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(POTASSIUM BICARBON. = 73508)","FUNGICIDE","(D)"
"1862",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(PROPICONAZOLE = 122101)","FUNGICIDE","(D)"
"1863",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(PYRACLOSTROBIN = 99100)","FUNGICIDE","(D)"
"1864",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(PYRIMETHANIL = 288201)","FUNGICIDE","(D)"
"1865",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(QUINOLINE = 55459)","FUNGICIDE","(D)"
"1866",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(STREPTOMYCES LYDICUS = 6327)","FUNGICIDE","(NA)"
"1867",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(SULFUR = 77501)","FUNGICIDE","(D)"
"1868",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(TETRACONAZOLE = 120603)","FUNGICIDE","(D)"
"1869",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","0.659"
"1870",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(THIRAM = 79801)","FUNGICIDE","(D)"
"1871",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(TRIFLUMIZOLE = 128879)","FUNGICIDE","(D)"
"1872",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(FLUMIOXAZIN = 129034)","HERBICIDE","(D)"
"1873",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
"1874",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(HALOSULFURON-METHYL = 128721)","HERBICIDE","(D)"
"1875",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(PARAQUAT = 61601)","HERBICIDE","(D)"
"1876",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(ABAMECTIN = 122804)","INSECTICIDE","(D)"
"1877",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(ACEQUINOCYL = 6329)","INSECTICIDE","(D)"
"1878",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(ACETAMIPRID = 99050)","INSECTICIDE","(D)"
"1879",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(BIFENAZATE = 586)","INSECTICIDE","0.46"
"1880",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(BIFENTHRIN = 128825)","INSECTICIDE","0.117"
"1881",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE","(NA)"
"1882",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(NA)"
"1883",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)","INSECTICIDE","(NA)"
"1884",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","0.054"
"1885",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","INSECTICIDE","(NA)"
"1886",2016,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","(D)"
